10658	"Enterobacteria phage PRD1"	10658	14927
10661	"Pseudoalteromonas phage PM2"	10661	10079
10665	"Enterobacteria phage T4"	10665	168903
10677	"Enterobacteria phage Mu"	10677	36717
10678	"Enterobacteria phage P1"	10678	94800
10679	"Enterobacteria phage P2"	10679	33593
10680	"Enterobacteria phage P4"	10680	11624
10685	"Bacillus phage SPO1"	10685	132562
10690	"Haemophilus phage HP1"	10690	32355
10693	"Enterobacteria phage RB51"	10693	168394
10702	"Streptomyces phage VWB"	10702	49220
10704	"Rhizobium phage 16-3"	10704	60195
10708	"Pseudomonas phage D3112"	10708	37611
10710	"Enterobacteria phage lambda"	10710	48502
10717	"Bacillus phage phi105"	10717	39325
10719	"Streptomyces phage phiC31"	10719	41491
10724	"Bacillus phage SPP1"	10724	44010
10726	"Enterobacteria phage T5"	10726	121750
10730	"Enterobacteria phage 933W"	10730	61670
10742	"Enterobacteria phage HK022"	10742	40751
10747	"Streptococcus phage Cp-1"	10747	19343
10752	"Escherichia phage N4"	10752	70153
10754	"Enterobacteria phage P22"	10754	41724
10756	"Bacillus phage phi29"	10756	19282
10759	"Enterobacteria phage T3"	10759	38208
10760	"Enterobacteria phage T7"	10760	39937
10761	"Shigella phage Sf6"	10761	39043
10778	"Bacillus phage B103"	10778	18630
10784	"Bovine parvovirus"	10784	5517
10788	"Canine parvovirus"	10788	5323
10794	"Minute virus of mice"	10794	5149
10796	"Porcine parvovirus"	10796	5075
10798	"Human parvovirus B19"	10798	5596
10799	"H-1 parvovirus"	10799	5176
10804	"Adeno-associated virus - 2"	10804	4679
10815	"Abutilon mosaic virus"	10815	5217
10817	"African cassava mosaic virus"	10817	5503
10820	"Chloris striate mosaic virus"	10820	2750
10821	"Maize streak virus"	10821	2690
10825	"Miscanthus streak virus"	10825	2672
10826	"Panicum streak virus"	10826	2705
10827	"Potato yellow mosaic virus"	10827	5140
10829	"Squash leaf curl virus"	10829	5241
10830	"Tobacco yellow dwarf virus"	10830	2580
10831	"Tomato golden mosaic virus"	10831	5096
10832	"Tomato yellow leaf curl virus"	10832	2781
10834	"Wheat dwarf virus"	10834	2750
10835	"Tomato mottle virus"	10835	5145
10836	"Sugarcane streak virus"	10836	2758
10837	"Digitaria streak virus"	10837	2701
10838	"Bean dwarf mosaic virus"	10838	5191
10839	"Bean golden mosaic virus"	10839	5197
10840	"Beet curly top virus"	10840	2994
10845	"Enterobacteria phage St-1"	10845	6094
10849	"Enterobacteria phage alpha3"	10849	6087
10854	"Spiroplasma phage 1-R8A2B"	10854	8273
10855	"Spiroplasma phage 4"	10855	4421
10857	"Chlamydia phage 1"	10857	4877
10862	"Xanthomonas phage Cf1c"	10862	7308
10867	"Enterobacteria phage Ike"	10867	6883
10868	"Enterobacteria phage If1"	10868	8454
10869	"Enterobacteria phage I2-2"	10869	6744
10870	"Enterobacteria phage M13"	10870	6407
10871	"Pseudomonas phage Pf1"	10871	7349
10872	"Pseudomonas phage Pf3"	10872	5833
10876	"Acholeplasma phage MV-L1"	10876	4491
11303	"Bovine ephemeral fever virus"	11303	14900
11636	"Reticuloendotheliosis virus"	11636	8295
11757	"Mouse mammary tumor virus"	11757	8805
11834	"RD114 retrovirus"	11834	8406
11908	"Human T-lymphotropic virus 1"	11908	8507
11938	"Rauscher murine leukemia virus"	11938	8282
12336	"Clostridium phage c-st"	12336	185683
12345	"Bacillus phage GA-1"	12345	21129
12348	"Lactobacillus phage LL-H"	12348	34659
12353	"Enterobacteria phage RB69"	12353	167560
12355	"Enterobacteria phage T1"	12355	48836
12360	"Staphylococcus phage 11"	12360	43604
12390	"Lactococcus phage phiLC3"	12390	32172
12402	"Streptococcus phage EJ-1"	12402	42935
12407	"Enterobacteria phage PsP3"	12407	30636
12417	"Lactobacillus phage phiadh"	12417	43785
12435	"Sugarcane bacilliform virus"	12435	7317
12480	"African green monkey polyomavirus"	12480	5270
12509	"Human herpesvirus 4 type 2"	12509	172764
12524	"Junonia coenia densovirus"	12524	5908
12585	"Banana bunchy top virus"	12585	6396
12618	"Chicken anemia virus"	12618	2319
12639	"Duck hepatitis B virus"	12639	3027
12643	"Ectromelia virus"	12643	209771
12657	"Equid herpesvirus 2"	12657	184427
13035	"Dactylococcopsis salina PCC 8305"	13035	3781008
13642	"Polysphondylium pallidum"	13642	75306
27989	"Plasmodium mexicanum"	27989	5991
28072	"Nostoc sp. PCC 7524"	28072	6718869
28173	"Vibrio nigripulchritudo"	28173	6322155
28288	"Hyphantria cunea nucleopolyhedrovirus"	28288	132959
28289	"Cydia pomonella granulovirus"	28289	123500
28300	"Heron hepatitis B virus"	28300	3027
28304	"Murid herpesvirus 2"	28304	230138
28311	"Human papillomavirus type 63"	28311	7348
28314	"Aleutian mink disease virus"	28314	4801
28321	"Amsacta moorei entomopoxvirus 'L'"	28321	232392
28350	"Tomato leaf curl virus"	28350	2766
28358	"Corynebacterium phage BFK20"	28358	42969
28369	"Mycobacterium phage D29"	28369	49136
28871	"Taterapox virus"	28871	198050
28873	"Camelpox virus"	28873	205719
28985	"Kluyveromyces lactis"	28985	40291
31271	"Plasmodium chabaudi chabaudi"	31271	25273362
31275	"Plasmodium floridense"	31275	6002
31502	"Rhodymenia pseudopalmata"	31502	26166
31507	"Anticarsia gemmatalis nucleopolyhedrovirus"	31507	132239
31508	"Agrotis segetum nucleopolyhedrovirus"	31508	147544
31532	"Lactococcus phage sk1"	31532	28451
31535	"Pseudomonas phage D3"	31535	56425
31537	"Lactococcus phage c2"	31537	22172
31559	"Cacao swollen shoot virus"	31559	7161
31600	"Indian cassava mosaic virus"	31600	5460
31602	"Bean calico mosaic virus"	31602	5175
31754	"Lactococcus phage BK5-T"	31754	40003
31757	"Mycobacterium phage L5"	31757	52297
31964	"Clavibacter michiganensis subsp. sepedonicus"	31964	3403786
32049	"Synechococcus sp. PCC 7002"	32049	3409935
32051	"Synechococcus sp. WH 7803"	32051	2366980
32603	"Human herpesvirus 6A"	32603	159322
32604	"Human herpesvirus 6B"	32604	162114
33653	"Cafeteria roenbergensis"	33653	43159
33657	"Phaeocystis antarctica"	33657	105512
33658	"Phaeocystis globosa"	33658	107461
33708	"Murid herpesvirus 4"	33708	119451
33726	"Mungbean yellow mosaic virus"	33726	5398
33747	"Simian T-lymphotropic virus 1"	33747	9028
33771	"Halorubrum phage HF2"	33771	77670
35128	"Thalassiosira pseudonana"	35128	172641
35171	"Gelidium vagum"	35171	24901
35206	"Plocamiocolax pulvinata"	35206	25894
35238	"Mycoplasma phage P1"	35238	11660
35241	"Lactococcus phage Tuc2009"	35241	38347
35244	"Bovine herpesvirus 5"	35244	137821
35246	"Cercopithecine herpesvirus 9"	35246	124784
35250	"Gallid herpesvirus 3"	35250	164270
35252	"Alcelaphine herpesvirus 1"	35252	130608
35254	"Cryptophlebia leucotreta granulovirus"	35254	110907
35258	"Lambdapapillomavirus 2"	35258	8607
35269	"Woodchuck hepatitis virus"	35269	3323
35338	"Aedes albopictus densovirus"	35338	4176
35339	"LuIII virus"	35339	5135
35340	"Mouse parvovirus 1"	35340	5144
35341	"Watermelon chlorotic stunt virus"	35341	5498
35343	"Pseudomonas phage phiCTX"	35343	35580
35345	"Lactococcus phage TP901-1"	35345	37667
35593	"Peanut chlorotic streak virus"	35593	8174
35688	"Porphyridium purpureum"	35688	217694
36329	"Plasmodium falciparum 3D7"	36329	35541499
36343	"Lactococcus phage bIL67"	36343	22195
36355	"Pseudaletia unipuncta granulovirus"	36355	176677
36363	"Lymphocystis disease virus 1"	36363	102653
36772	"Subterranean clover stunt virus"	36772	5985
36809	"Mycobacterium abscessus"	36809	5090491
36870	"Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis"	36870	703004
37108	"Meleagrid herpesvirus 1"	37108	159160
37138	"Galleria mellonella densovirus"	37138	6039
37296	"Human herpesvirus 8"	37296	137969
37325	"Muscovy duck parvovirus"	37325	5132
37554	"Enterobacteria phage HK97"	37554	39732
37665	"Ectocarpus siliculosus virus 1"	37665	335593
37692	"Candidatus Phytoplasma mali"	37692	601943
38062	"Cassava vein mosaic virus"	38062	8159
38251	"Goose parvovirus"	38251	5106
38271	"Glaucocystis nostochinearum"	38271	34087
38400	"Gracilaria robusta"	38400	9029
38420	"Simian adenovirus 3"	38420	34246
38804	"Yaba monkey tumor virus"	38804	134721
39101	"Simian T-lymphotropic virus 3"	39101	8918
39420	"Feldmannia species virus"	39420	154641
39640	"Cotesia congregata bracovirus"	39640	567670
39717	"Paulinella chromatophora"	39717	1021616
40041	"Streptococcus equi subsp. zooepidemicus"	40041	2149868
40521	"Listeria phage A118"	40521	40834
40522	"Listeria phage A500"	40522	38867
40523	"Listeria phage A511"	40523	137619
40538	"Human papillomavirus type 48"	40538	7100
40539	"Human papillomavirus type 50"	40539	7184
40540	"Human papillomavirus type 60"	40540	7313
40631	"Enterobacteria phage N15"	40631	46375
41431	"Cyanothece sp. PCC 8801"	41431	4787694
42480	"Gracilariophila oryzoides"	42480	25161
42746	"Proteromonas lacertae"	42746	48663
43685	"Lactococcus phage r1t"	43685	33350
43925	"Nannochloropsis oculata"	43925	155907
43926	"Nannochloropsis granulata"	43926	156463
43989	"Cyanothece sp. ATCC 51142"	43989	5460377
44056	"Aureococcus anophagefferens"	44056	89599
44058	"Aureoumbra lagunensis"	44058	94346
44088	"Canarypox virus"	44088	359853
44560	"Ageratum yellow vein virus"	44560	2741
44561	"Murine type C retrovirus"	44561	8135
44689	"Dictyostelium discoideum"	44689	70519
45157	"Cyanidioschyzon merolae"	45157	32211
45406	"Enterobacteria phage RB32"	45406	165890
45455	"Macacine herpesvirus 4"	45455	171096
46014	"Acholeplasma phage L2"	46014	11965
46015	"Autographa californica nucleopolyhedrovirus"	46015	133894
46021	"Paramecium bursaria Chlorella virus NY2A"	46021	368683
46234	"Anabaena sp. 90"	46234	5305675
46242	"Spodoptera litura nucleopolyhedrovirus"	46242	139342
46350	"Adeno-associated virus - 3"	46350	4726
46448	"Horseradish curly top virus"	46448	3080
47049	"Kluyvera phage Kvp1"	47049	39472
47573	"Chrysodidymus synuroideus"	47573	34119
47838	"Chino del tomate virus"	47838	5213
47903	"Strawberry vein banding virus"	47903	7876
47929	"Macacine herpesvirus 3"	47929	221454
48483	"Reclinomonas americana"	48483	69034
48942	"Calliarthron tuberculosum"	48942	178981
48970	"Sporolithon durum"	48970	26202
49266	"Fucus vesiculosus"	49266	161378
49267	"Tomato pseudo-curly top virus"	49267	2861
49964	"Myxococcus phage Mx8"	49964	49534
50292	"Cercopithecine herpesvirus 5"	50292	226205
50294	"Psittacid herpesvirus 1"	50294	163025
50948	"Enterobacteria phage RB49"	50948	164018
51034	"Sida golden mosaic virus"	51034	5227
51313	"Helicoverpa armigera nucleopolyhedrovirus"	51313	130759
51336	"Cabbage leaf curl virus"	51336	5096
51369	"Lactobacillus phage A2"	51369	43411
51673	"Wissadula golden mosaic virus"	51673	5200
51676	"Macroptilium golden mosaic virus"	51676	5158
51677	"Xestia c-nigrum granulovirus"	51677	178733
52970	"Rhodomonas salina"	52970	183917
52979	"Lactobacillus phage phig1e"	52979	42259
52996	"Dioscorea bacilliform virus"	52996	7261
53260	"Papaya leaf curl virus"	53260	2746
53369	"Staphylococcus phage 80alpha"	53369	43864
53988	"Microplitis demolitor bracovirus"	53988	185221
55216	"Tomato yellow vein streak virus"	55216	5130
55510	"Staphylococcus phage Twort"	55510	130706
55511	"Staphylococcus phage 187"	55511	39620
55529	"Guillardia theta"	55529	1128485
55744	"Equid herpesvirus 9"	55744	148371
55884	"Enterobacteria phage SfV"	55884	37074
56107	"Cylindrospermum stagnale PCC 7417"	56107	7610589
56110	"Oscillatoria acuminata PCC 6304"	56110	7804270
56144	"Deltapapillomavirus 3"	56144	7761
56780	"Syntrophus aciditrophicus SB"	56780	3179300
57119	"Bean yellow dwarf virus"	57119	2561
57579	"Adeno-associated virus - 4"	57579	4767
59374	"Fibrobacter succinogenes subsp. succinogenes S85"	59374	7685639
59376	"Ectropis obliqua nucleopolyhedrovirus"	59376	131204
59504	"Petunia vein clearing virus"	59504	7206
59506	"Staphylococcus phage 85"	59506	44283
59748	"Candidatus Phytoplasma australiense"	59748	879959
59817	"Faba bean necrotic yellows virus"	59817	10028
59919	"Prochlorococcus marinus subsp. pastoris str. CCMP1986"	59919	1657990
59920	"Prochlorococcus marinus str. NATL2A"	59920	1842899
59922	"Prochlorococcus marinus str. MIT 9303"	59922	2682675
60480	"Shewanella sp. MR-4"	60480	4706287
60481	"Shewanella sp. MR-7"	60481	4799109
60925	"Porphyra pulchra"	60925	13286
62079	"East African cassava mosaic virus"	62079	5576
62313	"Desmarestia viridis"	62313	39049
62928	"Azoarcus sp. BH72"	62928	4376040
62977	"Acinetobacter sp. ADP1"	62977	3598621
63118	"Lactococcus phage bIL170"	63118	31754
63186	"Zobellia galactanivorans"	63186	5521712
63723	"South African cassava mosaic virus"	63723	5560
63737	"Nostoc punctiforme PCC 73102"	63737	9059191
64091	"Halobacterium sp. NRC-1"	64091	2571010
64186	"Streptococcus phage Sfi21"	64186	40739
64471	"Synechococcus sp. CC9311"	64471	2606748
65071	"Pythium ultimum"	65071	59689
65093	"Halothece sp. PCC 7418"	65093	4179170
65393	"Cyanothece sp. PCC 7424"	65393	6554169
66084	"Wolbachia sp. wRi"	66084	1445873
66692	"Bacillus clausii KSM-K16"	66692	4303871
66797	"Bacillus phage SPbeta"	66797	134416
67571	"Endosymbiont phage APSE-1"	67571	36524
67593	"Phytophthora sojae"	67593	42977
69014	"Thermococcus kodakarensis KOD1"	69014	2088737
69328	"Pseudomonas sp. VLB120"	69328	5966222
69577	"Banana streak virus"	69577	7722
69896	"Candidatus Phytoplasma solani"	69896	570238
70203	"Vibrio phage fs1"	70203	6340
70600	"Epiphyas postvittana nucleopolyhedrovirus"	70600	118584
70601	"Pyrococcus horikoshii OT3"	70601	1738505
70734	"Vibrio phage K139"	70734	33106
71186	"Tomato leaf curl Sinaloa virus"	71186	5173
71366	"Staphylococcus phage PVL"	71366	41401
71421	"Haemophilus influenzae Rd KW20"	71421	1830138
71548	"Sugarcane streak Egypt virus"	71548	2706
72003	"Diatraea saccharalis densovirus"	72003	5941
72197	"Human erythrovirus V9"	72197	5028
72359	"Trachipleistophora hominis"	72359	7706555
72520	"Nannochloropsis gaditana"	72520	157202
72638	"Streptococcus phage Sfi19"	72638	37370
73025	"Eutreptiella gymnastica"	73025	67623
73561	"Citrus psorosis virus"	73561	11278
74381	"Undaria pinnatifida"	74381	37402
74546	"Prochlorococcus marinus str. MIT 9312"	74546	1709204
74547	"Prochlorococcus marinus str. MIT 9313"	74547	2410873
74557	"Thraustotheca clavata"	74557	47382
74660	"Choristoneura fumiferana DEF multiple nucleopolyhedrovirus"	74660	131160
75320	"Vibrio phage KVP40"	75320	244834
75379	"Thiomonas intermedia K12"	75379	3462095
75590	"Mycoplasma phage MAV1"	75590	15644
76114	"Aromatoleum aromaticum EbN1"	76114	4727255
76869	"Pseudomonas putida GB-1"	76869	6078430
77048	"Methanobacterium phage psiM2"	77048	26111
77522	"Haemoproteus columbae"	77522	5988
77647	"Cotton leaf crumple virus"	77647	5180
77775	"Salmonella phage FelixO1"	77775	86155
77813	"Merremia mosaic virus"	77813	5049
77856	"Beak and feather disease virus"	77856	1993
78245	"Xanthobacter autotrophicus Py2"	78245	5625098
78395	"Sugarcane streak Reunion virus"	78395	2735
78541	"Streptococcus phage Sfi11"	78541	39807
79012	"Dictyostelium firmibasis"	79012	5015
79929	"Methanothermobacter marburgensis str. Marburg"	79929	1639135
80365	"Laminaria digitata"	80365	38007
80366	"Rachiplusia ou MNPV"	80366	131526
82300	"Adeno-associated virus - 5"	82300	4642
82654	"Pseudanabaena sp. PCC 7367"	82654	4885680
82676	"Omikronpapillomavirus 1"	82676	7879
83129	"Lactococcus phage P008"	83129	28538
83191	"Melanoplus sanguinipes entomopoxvirus"	83191	236120
83201	"Vibrio phage fs2"	83201	8651
83331	"Mycobacterium tuberculosis CDC1551"	83331	4403837
83332	"Mycobacterium tuberculosis H37Rv"	83332	8823241
83406	"gamma proteobacterium HdN1"	83406	4587455
83839	"Pepper leaf curl virus"	83839	2744
84588	"Synechococcus sp. WH 8102"	84588	2434428
85106	"Adeno-associated virus - 1"	85106	4718
85154	"Streptococcus phage O1205"	85154	43075
85471	"Plasmodium relictum"	85471	5996
85569	"Salmonella enterica subsp. enterica serovar Typhimurium str. DT104"	85569	5027665
85618	"Ateline herpesvirus 3"	85618	108409
85643	"Thauera sp. MZ1T"	85643	4574586
85655	"Ranid herpesvirus 1"	85655	220859
85708	"Porcine circovirus 2"	85708	1768
85752	"Tomato yellow leaf curl Thailand virus"	85752	5488
85753	"Soybean crinkle leaf virus"	85753	2737
85962	"Helicobacter pylori 26695"	85962	3335759
85963	"Helicobacter pylori J99"	85963	1643831
86416	"Clostridium pasteurianum BC1"	86416	5044100
88149	"Saccharina japonica"	88149	168241
88150	"Saccharina religiosa"	88150	37657
88154	"Saccharina angustata"	88154	37605
88870	"Mycobacterium phage TM4"	88870	52797
89623	"Snow goose hepatitis B virus"	89623	3024
90410	"Streptococcus phage DT1"	90410	34815
90893	"Laminaria hyperborea"	90893	37976
90936	"Chattonella marina"	90936	44772
90963	"Guinea pig Chlamydia phage"	90963	4529
91891	"Legionella pneumophila subsp. pneumophila"	91891	6959789
92521	"Oryctes rhinoceros virus"	92521	127615
92652	"Shrimp white spot syndrome virus"	92652	305108
92963	"Tomato severe leaf curl virus"	92963	2593
93059	"Prochlorococcus marinus str. MIT 9211"	93059	1688963
93060	"Prochlorococcus marinus str. MIT 9215"	93060	1738790
93061	"Staphylococcus aureus subsp. aureus NCTC 8325"	93061	2821361
93062	"Staphylococcus aureus subsp. aureus COL"	93062	2813862
93224	"Spiroplasma phage SVTS2"	93224	6825
93465	"Avian endogenous retrovirus EAV-HP"	93465	4302
94122	"Shewanella sp. ANA-3"	94122	5251146
94700	"Dicliptera yellow mottle virus"	94700	5204
96054	"Tomato leaf curl Philippines virus"	96054	2755
96561	"Desulfococcus oleovorans Hxd3"	96561	3944167
96563	"Pseudomonas stutzeri ATCC 17588 = LMG 11199"	96563	4547930
96892	"Nanovirus-like particle"	96892	1377
97081	"Enterobacteria phage VT2-Sakai"	97081	60942
97344	"Periplaneta fuliginosa densovirus"	97344	5454
98383	"Plutella xylostella granulovirus"	98383	100999
99000	"Tanapox virus"	99000	144565
99179	"Bacteroides phage B40-8"	99179	44929
99287	"Salmonella enterica subsp. enterica serovar Typhimurium str. LT2"	99287	4951371
99598	"Calothrix sp. PCC 7507"	99598	7023215
100226	"Streptomyces coelicolor A3(2)"	100226	9054847
100755	"Sweet potato leaf curl virus"	100755	2828
100901	"Wolbachia endosymbiont of Onchocerca ochengi"	100901	957990
101510	"Rhodococcus jostii RHA1"	101510	9702737
101570	"Enterobacteria phage ES18"	101570	46900
102608	"Helicobacter pylori F32"	102608	1581461
103690	"Nostoc sp. PCC 7120"	103690	7211789
103807	"Enterobacteria phage phiP27"	103807	42575
105154	"Chlamydia phage 2"	105154	4563
105559	"Nitrosococcus watsonii C-113"	105559	3373286
106284	"Staphylococcus phage phiETA"	106284	43081
106331	"Callitrichine herpesvirus 3"	106331	149696
106370	"Frankia sp. CcI3"	106370	5433628
107324	"Tobacco vein clearing virus"	107324	7767
107806	"Buchnera aphidicola str. APS (Acyrthosiphon pisum)"	107806	655725
108098	"Human adenovirus B"	108098	70137
109269	"Vaucheria litorea"	109269	115341
110457	"Yersinia phage phiYeO3-12"	110457	39600
110662	"Synechococcus sp. CC9605"	110662	2510659
111598	"Plasmodium juxtanucleare"	111598	6014
111780	"Stanieria cyanosphaera PCC 7437"	111780	5544990
111781	"Leptolyngbya sp. PCC 7376"	111781	5125950
111792	"Infectious hypodermal and hematopoietic necrosis virus"	111792	3909
111874	"Neodiprion sertifer nucleopolyhedrovirus"	111874	86462
112023	"Streptococcus phage 7201"	112023	35466
113370	"Spodoptera frugiperda ascovirus 1a"	113370	156922
114102	"Frog adenovirus 1"	114102	26163
114416	"Lactococcus phage ul36"	114416	36798
114424	"Ovine adenovirus A"	114424	33034
114615	"Bradyrhizobium sp. ORS 278"	114615	7456587
114777	"Natrialba phage PhiCh1"	114777	58498
115711	"Chlamydophila pneumoniae AR39"	115711	1229853
115713	"Chlamydophila pneumoniae CWL029"	115713	1230230
115987	"Aeromonas phage 44RR2.8t"	115987	173591
115991	"Enterobacteria phage RB43"	115991	180500
117198	"Rhynchosia golden mosaic virus"	117198	5155
117575	"Chlamydia pneumoniae phage CPAR39"	117575	4532
118163	"Pleurocapsa sp. PCC 7327"	118163	4986817
120168	"Bhendi yellow vein mosaic virus"	120168	2741
120574	"Streptococcus phage MM1"	120574	40248
120807	"Nannochloropsis limnetica"	120807	156349
122291	"Kappapapillomavirus 1"	122291	7565
122586	"Neisseria meningitidis MC58"	122586	2272360
122587	"Neisseria meningitidis Z2491"	122587	2184406
123214	"Persephonella marina EX-H1"	123214	1983966
123735	"Tomato yellow leaf curl Sardinia virus"	123735	2773
125788	"Bombyx mori densovirus 5"	125788	5078
126070	"Columbid circovirus"	126070	2037
